,ID,Task,Client,Area,Country,Contact,Assignee,Completion,Start date,Deadline,Budget,Transaction type,Account,Version,Available
,633,Task #634,Kuphal and Sons,Intranet,Cambodia,Maida.Stanton@example.com,Ms. Gregory Hudson, 17%,26.03.2022,16.08.2022,"8 139,50 €",withdrawal,MR7908080610303543270030020,5.0.6,
,634,Task #635,Stroman Inc,Integration,Portugal,Frederic.Abernathy75@example.org,Marty Lueilwitz, 93%,05.03.2022,02.10.2022,"8 663,18 €",withdrawal,HR6189167590028036324,0.8.5,
,635,Task #636,"Douglas, Lockman and Hand",Program,Singapore,Demarco_Shanahan84@example.org,Kristi Bogan, 70%,30.05.2022,14.07.2022,"4 413,44 €",withdrawal,GE60JR0500303203015074,2.6.1,
,636,Task #637,Balistreri LLC,Assurance,Barbados,Audrey_Kozey@example.org,Belinda Murazik, 3%,20.03.2022,27.08.2022,"2 939,61 €",withdrawal,LV69IAVT8A0O5PI16627B,2.0.1,
,637,Task #638,Haag - Roob,Research,Kyrgyz Republic,Rylan15@example.com,Sherman Rogahn, 95%,23.03.2022,13.09.2022,"6 476,31 €",invoice,XK280044677203909691,1.1.6,
,638,Task #639,"Fadel, Daugherty and Bergstrom",Intranet,Romania,Mercedes.Maggio@example.com,Barbara Purdy, 38%,01.06.2022,22.07.2022,"1 717,00 €",payment,FR0601660405827592389597611,7.0.8,
,639,Task #640,"Mayer, Moore and Nitzsche",Accounts,Northern Mariana Islands,Sanford.Wisozk@example.org,Warren Ortiz, 72%,22.03.2022,19.08.2022,"2 189,71 €",withdrawal,CZ5507213218081583066559,1.4.0,
,640,Task #641,"Welch, DuBuque and Quigley",Accountability,Mauritius,Ebba_Cruickshank87@example.org,Fred Turcotte, 77%,15.04.2022,16.07.2022,"9 460,94 €",deposit,MU77GYUM1270104614079547685ICC,6.1.5,
,641,Task #642,"Satterfield, Reichel and Hansen",Branding,United States Minor Outlying Islands,Rhianna.Hamill58@example.com,Rhonda Kunze I, 66%,12.04.2022,19.09.2022,"8 431,62 €",payment,CY92534201128G3451B60615P86Y,8.8.4,
,642,Task #643,Ernser Group,Usability,Sao Tome and Principe,Danyka.Howell@example.com,Lynn Hintz III, 76%,13.05.2022,03.07.2022,"7 699,26 €",invoice,IL700880770165500706575,8.6.7,
,643,Task #644,Rolfson LLC,Tactics,Barbados,Jaylin71@example.com,Ian Homenick DVM, 13%,06.03.2022,21.06.2022,"5 818,84 €",deposit,AE375277555014102917751,6.6.5,
,644,Task #645,Terry Group,Interactions,Poland,Justus.Heidenreich74@example.net,Dr. Leslie Glover, 85%,16.06.2022,08.08.2022,"3 579,96 €",invoice,HU12016732700542030501250040,6.7.3,
,645,Task #646,Lang - Bergstrom,Implementation,Mayotte,Jessie51@example.com,Ronnie Marks DDS, 19%,30.04.2022,09.07.2022,"9 384,42 €",deposit,PL24011919276009456106433520,9.8.2,
,646,Task #647,"Reynolds, Botsford and Stokes",Usability,Grenada,Magdalen62@example.com,Richard Langosh, 89%,15.06.2022,24.06.2022,"508,19 €",invoice,XK340089015076009151,7.0.8,
,647,Task #648,Fisher - O'Kon,Tactics,Mauritius,Diana.Muller85@example.org,Luz Bradtke, 69%,14.06.2022,22.09.2022,"9 121,97 €",invoice,GI58PZQQAB6J1Z881720K53,9.4.0,
,648,Task #649,Bergnaum Group,Interactions,Ghana,Estell33@example.net,Gerardo Schneider, 52%,26.05.2022,13.08.2022,"3 908,80 €",withdrawal,QA79GBENP1Z239L1B144S04001B9N,3.9.9,
,649,Task #650,Padberg Group,Paradigm,Slovenia,Hope_Huel@example.com,Gwen Maggio, 15%,14.04.2022,19.09.2022,"556,51 €",payment,DK1809160705050056,4.2.1,
,650,Task #651,Adams - Bayer,Identity,Ukraine,Kayleigh.Baumbach@example.com,Esther Bosco, 62%,28.03.2022,25.09.2022,"3 375,10 €",invoice,RO71DCQT5N804V0722652669,6.8.1,
,651,Task #652,Kassulke - Kuhlman,Functionality,Dominica,Mathew.Lebsack40@example.net,Bob Gusikowski, 0%,27.05.2022,17.09.2022,"5 391,99 €",payment,AE540070678006075509127,2.5.8,
,652,Task #653,"Hermiston, Runolfsdottir and Fahey",Solutions,Equatorial Guinea,Meta_Flatley@example.net,Wilfred Wuckert V, 19%,22.04.2022,11.08.2022,"5 787,27 €",invoice,IL787630309190090014001,0.0.5,
,653,Task #654,Wilderman - Dickens,Functionality,Norfolk Island,Katharina.Altenwerth48@example.net,Ted Roob, 0%,29.05.2022,22.07.2022,"6 070,76 €",withdrawal,PS068601052220026440559650148,8.7.2,
,654,Task #655,"Ruecker, Lueilwitz and Larson",Communications,Montserrat,Winston.Hane@example.org,Bob Torphy, 16%,28.05.2022,21.08.2022,"4 623,88 €",invoice,SE7300800040157150040017,1.6.1,
,655,Task #656,Green LLC,Marketing,Martinique,Chester.Lowe28@example.net,Edward Jerde, 95%,21.03.2022,15.07.2022,"2 615,86 €",deposit,FO0300587800400783,2.6.9,
,656,Task #657,"Bahringer, Lowe and Swaniawski",Usability,Libyan Arab Jamahiriya,Asha.Deckow@example.net,Jeanette Conn, 44%,22.02.2022,17.09.2022,"8 145,57 €",withdrawal,JO96DKQV1004300241736032016960,4.8.6,
,657,Task #658,Cassin LLC,Response,Montserrat,Icie_Dickens@example.net,Brandon Sporer, 70%,18.03.2022,07.09.2022,"8 877,81 €",invoice,BH63ZEJV5A597R85808S28,8.3.6,
,658,Task #659,"Roob, Osinski and Gorczany",Communications,Japan,Violet.Stamm@example.org,Belinda Reilly, 77%,04.04.2022,03.08.2022,"6 371,19 €",invoice,HU23147005490860058404809324,7.3.3,
,659,Task #660,Smitham Group,Communications,Barbados,Terry.Nicolas@example.net,Fernando Hickle, 13%,25.04.2022,21.08.2022,"3 904,17 €",payment,NL22PWJE5000130457,4.2.4,
,660,Task #661,Hessel LLC,Directives,Jersey,Madeline64@example.org,Tony Fadel, 39%,22.02.2022,30.06.2022,"6 046,11 €",withdrawal,HR5151553153203030017,2.1.5,
,661,Task #662,McKenzie - Fisher,Branding,Namibia,Daniela.Parker83@example.com,Ada Blanda, 6%,04.06.2022,29.09.2022,"4 758,73 €",withdrawal,GE55BV5802006688600064,5.0.9,
,662,Task #663,Bogisich - Kihn,Interactions,Djibouti,Garrett.Zieme@example.com,Wendell Dietrich, 42%,06.05.2022,14.07.2022,"9 929,48 €",payment,IL198817534719706451414,7.4.8,
,663,Task #664,Mertz Inc,Security,Montserrat,Mariah_Mayer3@example.org,Sophie Toy IV, 69%,25.03.2022,11.07.2022,"1 031,98 €",payment,MC90100931004940YO066152161,9.2.4,
,664,Task #665,Hand - Herman,Paradigm,Cambodia,Lura_Beier18@example.com,Shannon Mayer, 53%,26.03.2022,28.09.2022,"8 954,32 €",invoice,NO5101180400949,9.4.3,
,665,Task #666,Ritchie - Ankunding,Functionality,Zimbabwe,Willis82@example.com,Marcella Monahan, 40%,03.04.2022,25.07.2022,"6 130,56 €",payment,FR708033004230863627752Z660,7.0.8,
,666,Task #667,"Nader, Witting and Medhurst",Security,Cote d'Ivoire,Brett37@example.org,Vickie Hammes, 51%,25.04.2022,16.09.2022,"8 121,19 €",payment,LU11899529O0K5C24Z91,6.0.3,
,667,Task #668,Legros - Goyette,Quality,Denmark,Jacey_Bruen@example.com,Alexander Block, 11%,08.04.2022,20.08.2022,"9 038,26 €",invoice,SA457654926936WBH2J070W0,9.6.8,
,668,Task #669,Schroeder LLC,Creative,Monaco,Cassie_Treutel@example.net,Terri Fisher, 80%,09.06.2022,21.08.2022,"9 602,45 €",payment,LT830818600110020175,7.9.0,
,669,Task #670,"Waelchi, Ondricka and Price",Accounts,Slovenia,Dusty91@example.com,Judy Rempel, 81%,11.04.2022,15.08.2022,"1 923,16 €",deposit,TL755142225063173080070,1.7.3,
,670,Task #671,"Volkman, Heaney and Glover",Accounts,Mayotte,Richmond92@example.net,Kara Beatty, 69%,18.03.2022,01.09.2022,"7 313,03 €",withdrawal,BR4290200535683245577926705B5,2.4.1,
,671,Task #672,"Jacobson, Rowe and Tremblay",Metrics,Comoros,Leann.Lind@example.com,Jose Zulauf DDS, 45%,28.03.2022,16.09.2022,"979,86 €",deposit,SM98Z0073015003589342983467,0.2.9,
,672,Task #673,Hahn - Carter,Identity,Chad,Queenie_Grimes55@example.com,Jodi Mraz, 7%,02.04.2022,17.08.2022,"5 418,25 €",withdrawal,ES4462880080263908060892,3.8.1,
,673,Task #674,Hodkiewicz LLC,Factors,Swaziland,Thelma_Grady@example.net,Jason Murazik, 80%,15.06.2022,07.10.2022,"5 849,88 €",invoice,GE51ML0034742015087670,0.4.6,
,674,Task #675,Rodriguez LLC,Web,Finland,Aiyana.Grady@example.org,Bob Cormier, 48%,02.05.2022,23.07.2022,"9 437,67 €",payment,BA230402964008090078,1.5.7,
,675,Task #676,Crona Inc,Functionality,Sierra Leone,Arely88@example.net,Marcos Schultz MD, 20%,15.03.2022,13.07.2022,"1 368,16 €",payment,EE096025791005708878,7.5.5,
,676,Task #677,Blanda - Bruen,Identity,Lithuania,Hiram65@example.com,Miss Rebecca Howell, 12%,10.06.2022,04.07.2022,"1 628,24 €",payment,GE85HO0101150428700940,5.3.8,
,677,Task #678,Bartoletti - Nicolas,Integration,Grenada,Fred68@example.net,Irvin Price, 11%,05.06.2022,21.07.2022,"1 554,54 €",invoice,LV72KNBT7961P63763246,0.7.8,
,678,Task #679,"Dicki, Kunde and Conn",Solutions,Antarctica (the territory South of 60 deg S),Jessyca_Wehner4@example.com,Guillermo Stokes, 8%,20.05.2022,18.08.2022,"2 158,01 €",withdrawal,MU13RKCQ2844790601050504237JCA,1.8.2,
,679,Task #680,Cremin - Jakubowski,Data,Moldova,Orion76@example.com,Essie Brown, 34%,21.05.2022,07.10.2022,"3 008,50 €",invoice,NO5640928073011,8.4.6,
,680,Task #681,Fadel and Sons,Operations,San Marino,Bryon89@example.org,Lori Krajcik, 31%,15.04.2022,24.09.2022,"3 699,26 €",payment,GR83002048590694190BG607C53,7.0.9,
,681,Task #682,West and Sons,Creative,Palestinian Territory,Johann65@example.org,Mike Rogahn, 29%,03.06.2022,12.09.2022,"9 508,87 €",withdrawal,IL947361030020046690525,5.6.9,
,682,Task #683,Tremblay - Spencer,Assurance,Cambodia,Leonora.Muller@example.org,Blake Hayes, 63%,25.05.2022,10.09.2022,"9 238,41 €",payment,CZ7861003165510704834302,3.7.1,
,683,Task #684,Kohler - Kirlin,Communications,Svalbard & Jan Mayen Islands,Alyce.Tremblay12@example.net,Catherine Carter, 78%,15.05.2022,23.09.2022,"2 752,80 €",withdrawal,BE07080044001109,8.0.5,
,684,Task #685,Bauch - Kemmer,Identity,Jamaica,Shane57@example.org,Stuart Howell II, 78%,03.03.2022,06.07.2022,"10 100,78 €",payment,AT210029500208100137,4.9.9,
,685,Task #686,Miller - Littel,Directives,Slovenia,Miracle.Bernhard@example.org,Sue Wehner, 58%,07.04.2022,09.07.2022,"3 792,98 €",invoice,AL971008395457FZ024769930809,1.3.2,
,686,Task #687,Rowe - Hegmann,Markets,Maldives,Donna.Swaniawski@example.net,Alice Prosacco, 67%,10.03.2022,10.10.2022,"7 726,68 €",invoice,CR23474100585001818299,9.8.8,
,687,Task #688,"Upton, Johns and Prohaska",Usability,Iceland,Adalberto70@example.org,Jackie Altenwerth, 78%,24.05.2022,07.10.2022,"10 858,58 €",payment,ES1829212704400218317495,7.5.3,
,688,Task #689,Herman - Thiel,Solutions,South Georgia and the South Sandwich Islands,Elliott0@example.org,Guadalupe Strosin, 71%,10.03.2022,20.08.2022,"9 892,38 €",withdrawal,ME90003003074044064003,3.6.1,
,689,Task #690,"Hartmann, Pacocha and Simonis",Branding,Kuwait,Gina.Zulauf@example.org,Morris Bednar, 22%,09.05.2022,26.07.2022,"7 335,79 €",invoice,SA6938293J8B48ZB55K7H179,0.1.4,
,690,Task #691,Von - Boehm,Communications,Ukraine,Keaton80@example.net,Joey Strosin, 35%,22.04.2022,01.07.2022,"7 383,27 €",deposit,CH2490717048203162626,6.3.2,
,691,Task #692,Goyette - Friesen,Implementation,Brazil,Caden.Monahan@example.com,Dominic Connelly, 66%,12.03.2022,07.10.2022,"981,48 €",withdrawal,QA56QFKR48024U3358919H4599212,7.9.3,
,692,Task #693,Fay LLC,Web,Republic of Korea,Troy51@example.com,Leona Ondricka, 54%,15.03.2022,15.07.2022,"7 568,07 €",deposit,BR4010236820010010049407647H6,8.8.5,
,693,Task #694,"Nader, Roob and Predovic",Directives,Tajikistan,Selina49@example.com,Erik Kirlin, 63%,22.03.2022,21.08.2022,"3 274,02 €",withdrawal,BH70TTWQ96LF7954646527,2.6.5,
,694,Task #695,"O'Connell, Treutel and Zemlak",Quality,Switzerland,Nya_Stamm@example.net,Ms. Miranda Gusikowski, 93%,22.04.2022,19.07.2022,"3 037,17 €",deposit,BE79691004001459,3.2.2,
,695,Task #696,"Lockman, Goldner and Davis",Brand,Macedonia,Kenton.Schamberger28@example.com,Alma Berge, 37%,14.06.2022,28.07.2022,"4 329,80 €",invoice,ME81003120051300390909,6.1.5,
,696,Task #697,Graham - Cartwright,Communications,Andorra,Hilbert_Lemke95@example.org,Gilberto Swift, 11%,11.03.2022,28.09.2022,"1 797,06 €",invoice,CZ8109383600514037300792,1.5.4,
,697,Task #698,"Dooley, Swaniawski and Toy",Identity,Ireland,Jeffrey_Gerlach46@example.net,Becky Reilly, 35%,28.02.2022,03.10.2022,"3 698,61 €",invoice,SI93510069503908411,2.3.8,
,698,Task #699,"Mayert, Gaylord and Johnson",Implementation,Belarus,Darwin76@example.org,Janis Heathcote, 43%,30.05.2022,10.10.2022,"1 540,45 €",invoice,AE632221140019838206761,9.3.7,
,699,Task #700,"Parisian, Schneider and Hodkiewicz",Research,Holy See (Vatican City State),Dax79@example.org,Damon Greenfelder, 28%,11.04.2022,08.08.2022,"6 449,17 €",deposit,MK1709739I015555001,1.3.0,
,700,Task #701,"O'Kon, Smitham and Kozey",Response,Tuvalu,Amely.Dietrich14@example.com,Sammy Miller, 2%,18.04.2022,12.09.2022,"9 817,06 €",deposit,DO45LUWM00670163410080689595,9.1.4,
,701,Task #702,Grady Inc,Tactics,Isle of Man,Liliane.Macejkovic@example.com,Timmy Murazik, 87%,01.03.2022,05.09.2022,"9 311,76 €",payment,CZ2306017032642738429812,4.0.7,
,702,Task #703,Jerde - Gorczany,Accountability,Timor-Leste,Eusebio65@example.net,Zachary VonRueden, 1%,24.03.2022,25.06.2022,"4 114,08 €",invoice,FO4963025715805529,9.4.8,
,703,Task #704,"Durgan, Nicolas and Howe",Usability,Nauru,Amelia_Graham@example.net,Olive Schumm, 39%,10.03.2022,26.09.2022,"1 326,04 €",payment,SI39001918298866494,3.8.0,
,704,Task #705,Durgan and Sons,Mobility,Romania,Alysson.Hilll@example.net,Vicki Cormier II, 90%,20.04.2022,27.08.2022,"7 071,85 €",deposit,MT36QJPL000644631057089Q6505773,3.7.1,
,705,Task #706,Graham Group,Infrastructure,Afghanistan,Brittany.Hagenes@example.org,Leona Schuppe, 31%,22.02.2022,15.08.2022,"8 612,16 €",payment,SM57C0059366004Y86X05196Q2E,4.5.4,
,706,Task #707,Zieme Inc,Implementation,Timor-Leste,Kristopher_Nitzsche72@example.org,Maureen Frami, 51%,21.04.2022,06.09.2022,"8 491,39 €",payment,EE629001870170841916,2.4.0,
,707,Task #708,Bode - Wuckert,Paradigm,Northern Mariana Islands,Aidan.Adams@example.org,Carmen O'Keefe, 7%,19.05.2022,04.08.2022,"8 450,98 €",withdrawal,TN7907128250715283280449,6.5.2,
,708,Task #709,Little Inc,Factors,Micronesia,Rocio52@example.org,Mr. Jean Macejkovic, 83%,16.04.2022,30.08.2022,"10 437,99 €",payment,ES7714040094330409530159,2.7.0,
,709,Task #710,"Lakin, Bogan and Nitzsche",Division,Mali,Lorenz66@example.com,Ms. Iris Erdman, 89%,05.05.2022,28.09.2022,"1 242,51 €",invoice,HR5439002201478880092,1.9.3,
,710,Task #711,Crona - Shields,Communications,British Indian Ocean Territory (Chagos Archipelago),Arvid_Lind26@example.org,Ms. Pauline Kuhlman, 87%,23.04.2022,29.09.2022,"3 951,84 €",payment,LT759331583407304446,2.9.3,
,711,Task #712,Senger LLC,Web,United States Minor Outlying Islands,Whitney68@example.org,Amanda Orn, 63%,06.04.2022,26.08.2022,"7 024,10 €",invoice,LV02TYOG06807162369L4,3.5.7,
,712,Task #713,"Schamberger, Stoltenberg and Russel",Infrastructure,Nepal,Mitchell.Upton@example.net,Clinton Fahey, 32%,24.02.2022,09.10.2022,"2 484,73 €",invoice,MR2224310092159000452008810,1.7.2,
,713,Task #714,Senger and Sons,Paradigm,Saint Pierre and Miquelon,Leatha.Marvin57@example.net,Ross Klein, 99%,27.03.2022,10.07.2022,"6 143,24 €",withdrawal,GT5884T965788W1X097860991011,6.1.1,
,714,Task #715,"Tremblay, Wunsch and McCullough",Solutions,Saint Lucia,Issac_Legros@example.org,Reginald Ruecker III, 53%,05.06.2022,26.09.2022,"9 280,96 €",withdrawal,LV25LRCB2791631AFK162,9.2.6,
,715,Task #716,Adams - Rippin,Directives,New Caledonia,Kelton.Mayer@example.net,Kerry Grady MD, 49%,05.04.2022,04.10.2022,"2 072,67 €",invoice,AT226908061080920024,8.7.6,
,716,Task #717,Cassin - Hahn,Creative,Afghanistan,Jayde.Moen20@example.org,Shari Koepp, 77%,22.05.2022,01.08.2022,"7 461,66 €",invoice,FR352001043002783F6VB11A252,9.4.0,
,717,Task #718,"Schinner, Berge and Watsica",Quality,Cayman Islands,Elza_Russel@example.org,Moses Steuber, 95%,09.03.2022,08.09.2022,"8 119,36 €",withdrawal,MR3708340518380024000884037,0.7.0,
,718,Task #719,"Williamson, Predovic and Dickinson",Tactics,Iceland,Darlene.Waters5@example.net,Wendy Bruen, 90%,13.04.2022,29.08.2022,"5 090,04 €",withdrawal,FR72772400814903222355Z7068,1.1.9,
,719,Task #720,Oberbrunner - White,Metrics,Gambia,Amalia1@example.com,Darlene Becker, 40%,20.03.2022,27.07.2022,"8 018,59 €",deposit,AD163703604409S863395225,8.7.8,
,720,Task #721,Barrows and Sons,Usability,Slovakia (Slovak Republic),Jeffrey_Quigley@example.com,Gwendolyn Shanahan, 81%,15.04.2022,15.08.2022,"9 212,59 €",invoice,GB56MBIO00322538365211,7.9.3,
,721,Task #722,"Reichert, Kozey and Crist",Program,Kenya,Lowell.Rutherford@example.net,Vicky Thompson, 58%,06.04.2022,24.07.2022,"7 909,91 €",deposit,MC4590091800578251NY310Q170,7.6.8,
,722,Task #723,Bernier Group,Creative,Lithuania,Imani.Lehner@example.net,Geneva Dickens, 64%,19.05.2022,12.07.2022,"1 968,94 €",deposit,AT704046903651007087,6.0.1,
,723,Task #724,Hettinger - Conroy,Data,Malawi,Aubree_Hahn@example.net,Ms. Carol Sanford, 49%,09.06.2022,24.07.2022,"4 651,78 €",deposit,KW72NSLXKQ88U00B77NE83423876P2,2.1.7,
,724,Task #725,"Pouros, Sawayn and Simonis",Configuration,Hungary,Meghan.Hyatt@example.com,Florence Zulauf, 7%,18.04.2022,01.10.2022,"2 696,92 €",deposit,HU23415607787020773075405601,6.0.2,
,725,Task #726,Lehner Inc,Assurance,Belize,Florence72@example.org,Dr. Alfonso Wyman, 54%,19.03.2022,13.07.2022,"7 797,54 €",payment,IS312392856030230081866726,6.0.7,
,726,Task #727,"Bailey, Paucek and Hills",Branding,Bhutan,Carissa_Wisoky@example.com,Cody Lowe, 89%,02.04.2022,21.06.2022,"7 527,16 €",payment,SE8084304991086004001707,6.7.9,
,727,Task #728,Mertz Group,Markets,Lebanon,Monserrate83@example.org,Mr. Courtney Dickens, 66%,14.06.2022,22.06.2022,"6 552,15 €",invoice,MR2904070072531802191060170,7.3.1,
,728,Task #729,"Quitzon, Ledner and Cronin",Assurance,Sudan,Lysanne_Douglas43@example.net,Santos Cremin, 43%,11.03.2022,23.08.2022,"10 866,76 €",withdrawal,PS78E459303000825201000344010,7.5.6,
,729,Task #730,Corkery - Feest,Research,Falkland Islands (Malvinas),Braeden_Waelchi21@example.org,Darrel Franecki Sr., 30%,15.03.2022,18.08.2022,"5 781,88 €",payment,KZ19695T2HGU361O80R0,3.6.2,
,730,Task #731,Hammes - Kuhlman,Identity,Mayotte,Marianne_Towne@example.org,Alexander Collier, 74%,15.05.2022,24.09.2022,"6 106,95 €",withdrawal,FO4367760641300646,0.9.7,
,731,Task #732,"Nitzsche, Dickens and Klocko",Group,India,Ezra_Zboncak@example.net,Tiffany Bosco, 92%,05.06.2022,23.08.2022,"4 675,71 €",deposit,AE062161520245500326595,5.8.3,
,732,Task #733,"Altenwerth, Terry and Hessel",Accountability,Saint Barthelemy,Finn.Kuhn@example.com,Kristen Beier, 43%,12.05.2022,23.07.2022,"5 982,06 €",withdrawal,KW92CQHF22KOD5Q1Z30B3969172810,1.1.9,
,733,Task #734,"Toy, Ledner and Mertz",Optimization,Uganda,Miller50@example.com,Sherry Rempel, 48%,06.06.2022,21.06.2022,"6 731,60 €",payment,ES9872896090410508349277,1.6.1,
,734,Task #735,"Kassulke, Kautzer and Fahey",Implementation,South Georgia and the South Sandwich Islands,Ross90@example.org,Abraham McClure MD, 32%,08.05.2022,06.10.2022,"9 837,15 €",invoice,BG34MGAX8729131QK73845,8.8.6,
,735,Task #736,Bergnaum LLC,Communications,Belarus,Dortha_Rutherford73@example.com,Randal Kautzer, 85%,24.04.2022,22.06.2022,"8 146,48 €",payment,MU44DIUU8037038318004005948GRK,3.9.4,
,736,Task #737,Gleason and Sons,Assurance,Kiribati,Cleve_Kling51@example.com,Miss James Langworth, 79%,23.02.2022,17.07.2022,"9 862,61 €",withdrawal,KW55PJCZ4K8041403A146N10K02323,3.7.3,
,737,Task #738,Gaylord Inc,Infrastructure,Marshall Islands,Bertrand_Hegmann@example.com,Dwight Turcotte, 47%,03.05.2022,28.08.2022,"9 814,60 €",invoice,TR885637284008007740226009,7.1.6,
,738,Task #739,Keebler - Rohan,Usability,Palau,Leann.Grant@example.net,Ralph Sanford, 81%,17.03.2022,30.09.2022,"4 887,52 €",payment,BA185033470001006844,4.0.4,
,739,Task #740,Hermiston Group,Optimization,Taiwan,Vernon_Leuschke92@example.com,Randolph MacGyver, 55%,14.05.2022,28.08.2022,"6 981,50 €",invoice,VG1459B73101005070128437,0.0.3,
,740,Task #741,Harber Group,Quality,Antigua and Barbuda,Horacio_Padberg@example.net,Mona Lowe, 99%,03.05.2022,30.06.2022,"3 517,92 €",payment,GT910M092055327AN97U5175D3W3,0.7.4,
,741,Task #742,Klein - Simonis,Data,Gambia,Jaleel95@example.net,Isaac Beier, 95%,30.03.2022,07.10.2022,"3 674,30 €",payment,TR967424140385700100146043,1.0.1,
,742,Task #743,"Lemke, Hoeger and Osinski",Creative,Ireland,Blaze53@example.org,Andy Turner, 75%,02.03.2022,14.07.2022,"3 664,75 €",deposit,FI5100603801001972,6.6.6,
,743,Task #744,O'Hara - Gottlieb,Communications,Papua New Guinea,Kory.Corkery42@example.com,Mrs. Tracy Raynor, 24%,19.04.2022,23.07.2022,"4 768,73 €",invoice,AT073797320029740167,7.7.2,
,744,Task #745,Russel - Stracke,Markets,United Kingdom,Vincent.Sauer@example.org,Thomas Grady, 49%,22.04.2022,29.08.2022,"747,48 €",invoice,AL770059082511697R7851973T64,9.3.3,
,745,Task #746,"Larkin, Crona and Stokes",Infrastructure,Paraguay,Verner_Roberts54@example.net,Roxanne Wisozk MD, 26%,04.05.2022,05.09.2022,"4 767,35 €",payment,GT6684116HQ8819617Z114LX14MJ,7.8.0,
,746,Task #747,Schaden LLC,Group,Nauru,Tess_Willms77@example.org,Loren Bednar DDS, 16%,08.05.2022,02.09.2022,"4 107,58 €",deposit,LV41JWIB18B5RB411095P,8.3.0,
,747,Task #748,Conroy - Roob,Factors,Isle of Man,Camille.Wunsch67@example.org,Victor Schimmel, 76%,16.05.2022,31.08.2022,"2 240,31 €",withdrawal,SE5329400040700967683314,4.3.9,
